ID Envio,Nº Série Equip.,Placa,Tipo,Modelo,Origem,Loja Destino (ID),Motivo,Data Envio,Usuário Envio,,Falha
348,BR-0FCFPK-07591-51D-5ZXM,139,Monitor,Dell E1914Hc,999,16,Inserção de monitor para nova máquina do balcão.,2025-08-21,Lucas S.,,
347,273950265959,Sem placa,Nobreak,SMS Station II uST600BI,999,17,Substituição de nobreak que não segura mais carga.,2025-08-21,Lucas S.,,
346,122243583135,Sem placa,Nobreak,APC BACK-UPS 600,999,16,Substituição de nobreak que não segura mais carga.,2025-08-21,Lucas S.,,
345,122249770950,Sem placa,Nobreak,APC BACK-UPS 600,999,16,Substituição de nobreak que não segura mais carga.,2025-08-21,Lucas S.,,
344,F94CN73,7654,Microcomputador,Dell OptiPlex 3080,2,16,Inserção de novo balcão.,2025-08-21,Lucas S.,,
343,FL6SBS2,1704,Microcomputador,Dell OptiPlex 3060,15,16,"Inserção de novo balcão - substituindo um que foi enviado que está com problemas no slot da RAM. Enviado sem SSD, pois será transferido o que deu problema para este.",2025-08-21,Lucas S.,,
342,4B1206P37913,Sem placa,Nobreak,APC BE400G-BR,999,999,Substituição de nobreak do computador da recepção que não estava segurando carga.,2025-08-20,Lucas S.,,
341,6768,6768,Desktop Mid Tower,Montada,8,8,Devolução de máquina após conserto de hardware: cabo sata e fonte.,2025-08-20,Lucas S.,,
340,BRBSJ7WFM5,5431,Multifuncional a laser,LaserJet Pro MFP M125a,14,14,Devolução após troca de kit fusor para parar o agarramento de papel.,2025-08-20,Lucas S.,,
339,410AZUJ6U510,10448,Monitor,,1002,999,Substituir monitor da Contabilidade da colaboradora Daniella.,2025-08-19,Lucas S.,,
338,U63980K8N770064,2019,Multifuncional a laser,Brother DCP-1617NW,29,29,"Devolução após corrigir a causa do atolamento: fusor muito desgastando, eliminando borra. Gerente deve ficar mais atento a isso para não ter que mandar para cá sem necessidade.",2025-08-19,Lucas S.,,
337,273960058227,Sem placa,Nobreak,SMS Station II uST600S,23,16,Inserção de nobreak para nova máquina configurada.,2025-08-19,Lucas S.,,
336,CNB2N46KNV,3657,Multifuncional a laser,HP Laser MFP 137fnw,32,32,Devolução após troca de pickup. Estava travando.,2025-08-18,Lucas S.,,
335,3J316W1,728,Minicomputador,Dell Vostro 260s,3,16,Inserção de nova máquina naclj16te00 no balcão. ,2025-08-19,Lucas S.,,
334,24002959,9150,Microcomputador,Elgin Bematech Newera E3 Nano,1000,1000,"Devolução após slot de memória parar de funcionar, já é segunda vez nesses modelos de microcomputador. Agora não está mais congelando e ficando quadriculado a imagem. Deve ser por estática.",2025-08-13,Lucas S.,,
333,H94CN73,7541,Microcomputador,Dell OptiPlex 3080,1002,1002,"Devolução deste microcomputador da expedição após aumentar RAM, de 4GB para 8GB. (Mandado para lugar errado no CD; retornado.)",2025-08-13,Lucas S.,,
332,F182N005058,3887,Leitor de código de barras,Bematech Aquila S-3200,10,10,Devolução de leitor após troca de fonte de energia queimada.,2025-08-12,Lucas S.,,
331,273950409878,Sem placa,Nobreak,SMS Station II uST600BI,15,1002,"Substituir nobreak APC 600VA do CDN, galpão, que não está segurando carga.",2025-08-12,Lucas S.,,
330,320002404,10444,Leitor de código de barras,Bematech I-3200,1002,35,"Substituir leitor de código de barras fixo/mesa, pois o outro, da Honeywell, estava falhando.",2025-08-11,Lucas S.,,
329,122234061518,7354,Nobreak,APC BACK-UPS BZ1500XLBI-BR,41,20,Substituir nobreak do servidor que não está segurando carga.,2025-08-11,Lucas S.,,
325,BRBSG19HC0,122,Impressora a laser,HP LaserJet P1102w,8,14,Substituir temporariamente impressora HP 125a que está atolando papel.,2025-08-08,Lucas S.,,
324,273920131484,430,Nobreak,SMS Station II uST1200BI,4,38,"Substituir nobreak do servidor que não está segurando carga. (A gerente não fez a substituição, se ela realmente confirmar que o de lá não está funcionando, eu envio outro.)",2025-08-11,Lucas S.,,
323,1HHV6W1,1375,Minicomputador,Dell Vostro 270s,17,17,"Devolução de computador do gerente, naclj17ger, após troca de HDD por SSD e aumento de RAM, de 4GB para 8GB.",2025-08-08,Lucas S.,,
322,6491,6491,Desktop Torre,Montada,15,17,"Substituição de máquina do balcão após melhorias: i3, 8GB de RAM e SSD.",2025-08-08,Lucas S.,,
321,1N9W6W1,1404,Minicomputador,Dell Vostro 270s,17,17,Devolução da máquia do estoque após revisão e melhorias: 8GB de RAM e SSD.,2025-08-07,Lucas S.,,
320,273920062913,10443,Nobreak,SMS Station II uST1200BI,22,22,Substituição do nobreak do servidor que não está segurando carga.,2025-08-07,Lucas S.,,
319,165200640951,Sem placa,Estabilizador,SMS Revolution Speed USP300S,999,33,Substituir estabilizador que queimou fusível.,2025-08-06,Lucas S.,,
317,"9,24903610150025E+016",Sem placa,Leitor de código de barras,C3Tech LB-W,999,26,Substituir leitor de código de barras sem fio quebrado.,2025-08-06,Lucas S.,,
316,412AZLW6Z216,Adicionar placa,Monitor,LG 20MK400H - B,999,1002,"Substituir monitor do gerente do CDN, que foi colocado para uma das novas máquinas da separação.",2025-08-06,Lucas S.,,
315,U63980H8N681229,2325,Multifuncional a laser,Brother DCP-1617NW,1002,32,Substituição da HP 137 para melhorar as impressões. Possivelmente para sanar defeitos de travamentos e correlacionados.,2025-08-06,Lucas S.,,
314,24003032,Adicionar placa (esqueci),Minicomputador,Elgin Bematech Newera E3 Nano,999,1000,"Devolução de máquina da coordenadora da baía 18. Estava com problemas para ligar, reiniciando, desse modo, todo instante. Deixado apenas um pente de RAM, pois somente um slot funciona.",2025-08-06,Lucas S.,,
313,165200465305,Sem placa,Estabilizador,SMS Revolution Speed USP300S,999,47,Substituir estabilizador do balcão que não está segurando carga.,2025-08-06,Lucas S.,,
312,122217303163,Sem placa,Nobreak,APC BACK-UPS 600,45,1000,"Substituir nobreak da gerente do Entrega Fácil, Ana Carla, que não está segurando carga.",2025-08-06,Lucas S.,,
311,122140711488,Sem placa,Nobreak,APC BACK-UPS 600,24,47,Substituir nobreak do balcão que não está segurando carga.,2025-08-06,Lucas S.,,
308,122152243026,Sem placa,Nobreak,APC BACK-UPS 600,16,1000,Substituição de nobreak da baia da Andressa que não segurava carga.,2025-08-05,Lucas S.,,
307,24002959,9150,Microcomputador,Elgin Bematech Newera E3 Nano,1000,1000,"Devolução de computador pertencente à baia 5 após formatação, corrigindo, assim, problemas de driver de placa de vídeo.",2025-08-05,Lucas S.,,
306,KQUI2XA004039,242,Monitor,AOC E1670SWU/WM,1002,1000,Substituir monitor da baia 5 que ficava dando mau contato.,2025-08-05,Lucas S.,,
305,5B2402WA1631,Sem placa,Nobreak,APC BVX600BI-BR,24,3,Substituir nobreak que não está segurando carga do PDV.,2025-07-18,Lucas S.,,
304,273960137082,Sem placa,Nobreak,SMS Station II uST600S,2,1002,Inserção de nobreak para novo computador da separação.,2025-07-18,Lucas S.,,
303,273960251094,Sem placa,Nobreak,SMS Station II uST600S,36,1002,Inserção de nobreak para novo computador da separação.,2025-07-18,Lucas S.,,
301,7DXC0Y1,2455,Minicomputador,Vostro 270s,13,1002,Inserção de novo computador naccdnsep02 para separação.,2025-07-18,Lucas S.,,
300,8T33NZ1,10259,Minicomputador,Dell Inspiron 3647,1000,1002,Inserção de novo computador naccdnsep01 para separação.,2025-07-18,Lucas S.,,
299,6KBLLK3,138,Notebook,Dell Vostro 3501,999,999,Inserção de computador para usuário relativio ao Patrimonio01.,2025-07-17,,,
298,24011262,10258,Microcomputador,Newera E3 Nano,999,12,Substituir PDV do caixa.,2025-07-17,Lucas S.,,
297,J4XCLZ1,76,Notebook,Dell Inspiron 3421,999,999,"Devolução do notebook Financeiro12 e troca pelo que estava temporariamente sendo usado, da Contabilidade, até ser formatado para fins de segurança após hackeamento do e-mail.",2025-07-15,Lucas S.,,
296,159700539011,Sem placa,Estabilizador,SMS Revolution Speedy uSP300BI 115,1002,36,Reposição de estabilizador do balcão que queimou fusível interno.,2025-07-15,Lucas S.,,
295,"5,223160200401E+018",Sem placa,Estabilizador,Bem ligado Coletek (CLK),13,36,Reposição de estabilizador do balcão que queimou fusível interno.,2025-07-15,Lucas S.,,
292,412AZLW70040,10249,Monitor,LG 20MK400H - B,999,999,Substituir um monitor menor do Departamento Pessoal por este.,2025-07-14,Lucas S.,,
291,5640,5640,Desktop Torre,Montada,4,4,Devolução de computador após melhorias no hardware: SSD e mais RAM.,2025-07-14,Lucas S.,,
290,122140711475,Sem placa,Nobreak,APC BACK-UPS 600,999,43,Substituir nobreak que não está segurando carga.,2025-07-11,Lucas S.,,
289,XBZY080052,10247,Scanner,Epson Perfection V39 II,999,14,Inserção de scanner no balcão.,2025-07-09,Lucas S.,,
288,U63980D2N156555,Adicionar placa,Multifuncional a laser,Brother DCP-1617NW,4,4,Revisão geral da impressora há 2 meses -- troca de película. Esqueci de mencionar o envio.,2025-07-09,Lucas S.,,
287,4FTR2K2,Adicionar placa,Minicomputador,Dell OptiPlex 3040,2,15,Substituir máquina do balcão que queimou fonte. Computador já com SSD.,2025-07-03,Lucas S.,,
286,BR-0K876H-07591-99U-0CRL,3330,Monitor,Dell E1709 WC,22,15,"Repor monitor da separação, que foi pego para colocar no PDV 10, no qual teve o monitor queimado.",2025-07-02,Lucas S.,,
285,524G9J3,1753,Microcomputador,Dell OptiPlex 3080,26,15,"Substituir máquina do PDV 10 que parou de funcionar (pisca luz laranja.) Quando chegar lá, usuário colocará o SSD desse neste.",2025-07-02,Lucas S.,,
284,U63885G4X227118,10531,Multifuncional a laser,Brother DCP-L2540DW,13,29,Substituir temporiamente impressora Brother 1617 que virá para manutenção.,2025-07-02,Lucas S.,,
283,OWE1852311010594,Adicionar placa,Monitor,Concódia E185,999,12,Substituir monitor do balcão que parou de funcionar.,2025-06-25,Lucas S.,,
282,06578-17-10773,Sem placa,Leitor de código de baras,C3tech LB-W,2,12,Mais um leitor manual sem fio em razão do que já está lá estar com bateria ruim. Alta demanda.,2025-06-25,Lucas S.,,
281,122231891086,Sem placa,Nobreak,SMS Station II uST600BI,2,12,Substituir nobreak que não está segurando carga.,2025-06-24,Lucas S.,,
280,122141820861,Sem placa,Nobreak,APC BACK-UPS 600,2,42,Reposição de nobreak que não está segurando carga.,2025-06-20,Lucas S.,,
279,159700536370,Sem placa,Estabilizador,SMS Revolution Speedy uSP300BI,28,42,Reposição de estabilizador que queimou fusível.,2025-06-20,Lucas S.,,
278,159706495737,Sem placa,Estabilizador,SMS Revolution Speedy uSP300 BI 115,999,42,Reposição de estabilizador que queimou fusível.,2025-06-20,Lucas S.,,
271,U63885D0N338922,Adicionar placa (esqueci),Multifuncional a laser,Brother DCP-L2540DW,13,13,Retorno de impressora A4 após conserto.,2025-06-20,Lucas S.,,
270,273960121512,Sem placa,Nobreak,SMS Station II uST600S,2,6,Substituição de nobreak do PDV que não está segurando carga.,2025-06-18,Lucas S.,,
269,6470240260,Sem placa,Nobreak,APC BACK-UPS 600,2,15,Substituição de nobreak do PDV que não está segurando carga.,2025-06-18,Lucas S.,,
268,32000584,Adicionar placa (esqueci),Microcomputador,Elgin Bematech RC 8600 ZION,4,4,Retorno do microcomputador do balcão após manutenção corretiva.,2025-06-17,Lucas S.,,
267,273960131220,Sem placa,Nobreak,SMS Station II uST600S,2,2,Reposição de nobreak que não está segurando carga.,2025-06-16,Lucas S.,,
266,273950161601,Sem placa,Nobreak,SMS Station II uST600BI,2,2,Reposição de nobreak que não está segurando carga.,2025-06-16,Lucas S.,,
265,273950255988,Sem placa,Nobreak,SMS Station II uST600BI,2,24,Substituir nobreak que não está segurando carga.,2025-06-13,Lucas S.,,
264,9VLRVN2,1679,Microcomputador,Dell OptiPlex 30450,22,10,"Redirecionando computador. Outro da loja 10 foi para a 22, e este da 22 para 10.",2025-06-12,Lucas S.,,
263,165200688853,Sem placa,Estabilizador,SMS Revolution uSP300s,38,22,Reposição de estabilizador.,2025-06-12,Lucas S.,,
262,165200445098,Sem placa,Estabilizador,SMS Revolution Speed USP300S,1002,22,Reposição de estabilizador.,2025-06-12,Lucas S.,,
261,165200274176,Sem placa,Estabilizador,SMS Revolution Speed USP300S,42,22,Reposição de estabilizador.,2025-06-12,Lucas S.,,
260,159706504516,Sem placa,Estabilizador,Revolution Speedy uSP300BI 115,999,22,Reposição de estabilizador.,2025-06-12,Lucas S.,,
258,273960121489,Sem placa,Nobreak,SMS Station II uST600S,20,4,"Substituição de nobreak de 1200VA do caixa, que não era para estar com um de 600VA, igual a este, por não segurar carga.",2025-06-12,Lucas S.,,
257,292020037437,9895,Nobreak,SMS Lite 600Bi,999,24,Substituir nobreak que não está segurando carga.,2025-06-12,Lucas S.,,
256,9VNNVN2,6502,Microcomputador,Dell OptiPlex 3050,15,22,"Substituir PDV de mesmo modelo que não estava funcionando, nem a fonte.",2025-06-11,Lucas S.,,
255,FD1SFV2,5080,Microcomputador,Dell OptiPlex 3060,19,22,"Substituição de máquina do balcão defasada que tinha HDD, 4GB de RAM.",2025-06-11,Lucas S.,,
254,21114023,Adicionar placa,Microcomputador,Elgin Bematech RC-8400 ZION,50,11,"Substituição de máquina do balcão: grande, lenta, com HDD, apenas 4GB de RAM.",2025-08-19,Lucas S.,,
253,XDDD013516,Adicionar placa,Impressora fiscal,Epson TM-T20X-II,999,22,Inserção de impressora para caixa -- estava sem.,2025-06-11,Lucas S.,,
252,273920298952,1384,Nobreak,SMS Station II uST1200BI,1002,7,"Substituição de nobreak do servidor por este. A bateria foi trocada faz tempo, retornou, mas testei e está segurando carga. Como [é do lado, caso dê problema, é fácil trocar.",2025-06-10,Lucas S.,,
251,407SPXV1L858,5478,Monitor,LG Flatron 20EN33SS - B,19,21,"Substituição de monitor de mesmo modelo do balcão por estar desligando, apresentando ruídos na tela. Praticamente queimado.",2025-06-10,Lucas S.,,
250,122217303196,Sem placa,Nobreak,APC BACK-UPS 600VA,36,36,Substituir nobreak de um dos caixas que não está segurando carga.,2025-06-06,Lucas S.,,
248,89007,7851,Nobreak,APC BACK-UPS 1500VA,21,36,Substituir nobreak do servidor que não está segurando carga.,2025-06-06,Lucas S.,,
247,122209650318,5644,Nobreak,APC BACK-UPS 600,999,999,"Inserção de nobreak no balcão, visto que um foi, mas deu problema.",2025-06-05,Lucas S.,,
246,"1,01000800000302E+017",Adicionar placa,Impressora fiscal,Bematech MP-4200 TH FI,999,22,Inserção para computador do clique-retire que está sem.,2025-06-04,Lucas S.,,
245,159700649327,Sem placa,Estabilizador,Revolution Speedy uSP300 BI 115,1002,22,Inserção de estabilizador no balcão em razão de estar sem. Computador ligado direto na tomada.,2025-06-04,Lucas S.,,
244,273960149432,Sem placa,Nobreak,SMS Station II uST600BS,1000,1000,Devolução após troca de bateria. Ela não estava segurando carga; vivia apitando.,2025-06-04,Lucas S.,,
243,BRGFC4M0RM,1899,Multifuncional a laser,HP Laserjet Pro MFP 1132,7,8,Aparentemente substituir impressora do laboratório.,2025-06-03,Lucas S.,,
241,20098276,10196,Elgin Bematech RC-8400 ZION,Elgin Bematech RC-8400 ZION,13,13,Devolver máquina naclj13te04 após revisão sobre falha ao conectar na rede e não ligamento.,2025-06-02,Lucas S.,,
240,25006770,Sem placa,Leitor de código de barras,SMS Station II uST600BI,999,11,Substituir leitor do PDV que parou de funcionar adequadamente.,2025-05-28,Lucas S.,,
238,BR-0FCFPK-07591-45Q-0H1M,1988,Monitor,Dell E1914Hc,7,8,Substituir monitor da máquina recém trocada naclj08manip04.,2025-05-28,Lucas S.,,
237,5468,5468,Desktop Torre,Montada Asus,19,8,Substituir máquina que ficou faltando dar upgrade: SSD + RAM. Nome: naclj08manip04.,2025-05-28,Lucas S.,,
236,273950467777,Sem placa,Nobreak,SMS Station II uST600BI,2,39,Substituir nobreak que não está segurando carga.,2025-05-28,Lucas S.,,
234,6467480020,836,Nobreak,APC BACK-UPS 1200 BI,14,21,Substituir nobreak que não está segurando carga.,2025-05-26,Lucas S.,,
233,5B2420WA2266,Sem placa,Nobreak,APC BVX600BI-BR,999,1002,Substituir nobreak que não está segurando carga.,2025-05-26,Lucas S.,,
232,5B2420WA2267,Sem placa,Nobreak,APC BVX600BI-BR,999,1002,Substituir nobreak que não está segurando carga.,2025-05-26,Lucas S.,,
231,5B2420WA2450,Sem placa,Nobreak,APC BVX600BI-BR,999,1002,Substituir nobreak que não está segurando carga.,2025-05-26,Lucas S.,,
230,BR-0FJ067-07591-872-2VTU,3809,Monitor,Dell E157FPc,10,7,Inserção temporária de monitor; o que estava lá será enviado para outra loja.,2025-05-26,Lucas S.,,
229,20098279,8950,Microcomputador,Elgin Bematech RC-8400 ZION,45,45,"Devolução do computador naclj45te04 após atualizar drivers. Queixa era de não conectar à rede pelo cabo, as quando conectei na rede do Departamento de TI deu certo. Problema crônico da marca.",2025-05-21,Lucas S.,,
228,122140711485,Sem placa,Nobreak,APC BACK-UPS 600,20,2,Inserção de nobreak para novo computador do estoque.,2025-05-20,Lucas S.,,
227,5467,5467,Desktop Mid Tower,Montada Asus,19,2,Inserção de novo computador para estoque em razão da alta demanda.,2025-05-20,Lucas S.,,
226,24074376,Sem placa,Leitor de código de barras,Elgin Bematech EL250,999,2,Inserção de leitor de código de barras para nova máquina do estoque.,2025-05-20,Lucas S.,,
225,412AZYE6Z330,10194,Monitor,LG 20MK400H - B,999,2,Inserção de monitor para nova máquina do estoque.,2025-05-20,Lucas S.,,
224,U63885G4X227179,10195,Multifuncional a laser,Brother DCP-L2540DW,7,2,Inserção de impressora nova na rede via cabo em razão da alta demanda.,2025-05-20,Lucas S.,,
223,159700126295,Sem placa,Estabilizador,SMS Revolution Speedy uSP300 BI ,999,15,"Inserção de estabilizador no estoque, pois está faltando.",2025-05-19,Lucas S.,,
222,23004875,Adicionar placa,Microcomputador,Elgin Bematech Newera E3 Nano,999,15,Substituir máquina velha e/ou lenta por esta.,2025-05-19,Lucas S.,,
221,23001096,Adicionar placa,Microcomputador,Elgin Bematech Newera E3 Nano,999,8,Substituir máquina velha e/ou lenta por esta.,2025-05-19,Lucas S.,,
220,24004452,Adicionar placa,Microcomputador,Elgin Bematech Newera E3 Nano,999,8,Substituir máquina velha e/ou lenta por esta.,2025-05-19,Lucas S.,,
219,23004977,Adicionar placa,Microcomputador,Elgin Bematech Newera E3 Nano,999,15,Substituir máquina velha e/ou lenta por esta.,2025-05-19,Lucas S.,,
217,XDDD019394,10192,Impressora fiscal,Epson TM-T20X-II,999,21,Impressora fiscal nova destinada ao caixa. Está substituindo a emprestada da loja 2. (Começou aqui a ser adicionado a placa no escritório.),2025-05-16,Lucas S.,,
212,1221129755829,Sem placa,Nobreak,APC BACK-UPS 600,36,2,Substituir nobreak que não está segurando carga; fica apenas apitando.,2025-05-16,Lucas S.,,
211,40998S1,588,Desktop Mid Tower,Dell Optiplex 390,3,13,"Substituir máquina que estava lenta por ter HDD, por esta máquina com SSD e 8GB de RAM. Nome: naclj13te02.",2025-05-15,Lucas S.,,
210,409AZTH5B857,Adicionar placa,Monitor,LG 20MK400H - B,999,999,Inserção de segunda tela para funcionária Jéssica do RH.,2025-05-15,Lucas S.,,
209,2404,2404,Desktop Torre,Montada,13,12,"Máquina coringa, que ficou parada sem usar por muito tempo após envio, retornando como naclj12sep01.",2025-05-14,Lucas S.,,
208,165111174446,Sem placa,Estabilizador,SMS Revolution Speedy uSP 1.5S 115,2,48,Substituir o estabilizador que não estava funcionando que veio para cá.,2025-05-13,Lucas S.,,
207,159700536372,Sem placa,Estabilizador,SMS Revolution Speedy uSP300 BI 115,28,38,Substituir estabilizador do balcão que foi enviado para cá por não estar funcionando.,2025-05-13,Lucas S.,,
205,122149107128,Sem placa,Nobreak,APC BACK-UPS 600,24,24,"Retornando nobreak, que não estava segurando carga, após substituição de bateria.",2025-05-12,Lucas S.,,
204,R9XXB004Y9R,Adicionar placa,Celular,Samsung Galaxy A06 SM-A065M/DS,999,31,"Substituir celular velho do balcão por este novo, que é mais rápido.",2025-05-09,Lucas S.,,
202,I220H546222,Sem placa,Leitor de código de barras,Bematech BR-400,14,10,"Substituir leitor manual com fio, de mesmo modelo, do balcão que está com defeito.",2025-05-09,Lucas S.,,
201,U63980K8N750655,10265,Multifuncional a laser,Brother DCP-1617DW,12,12,"Retornando para loja após reencaixar presilha que prende e solta o cilindro, o que impedia de imprimir. Coisa simples e fácil, nada demais. Sem defeito.",2025-05-09,Lucas S.,,
200,U64176K1N463453,1799,Multifuncional a laser,Brother HL-L5102DW,7,7,Retorno desta impressora para o laboratório após revisão para consertar problema de fusor.,2025-05-08,Lucas S.,,
199,9VMLVN2,2162,Microcomputador,Dell OptiPlex 3050,1002,1002,Retornando após substituição do SSD antigo de 120GB por um maior de 240GB. (E-mails antigos do Live Mail estavam ocupando 55GB.),2025-05-08,Lucas S.,,
198,BRJSF7H8HS,798,Multifuncional a laser,HP Laserjet Pro MFP 1132,14,7,"Substituir impressora, de mesmo modelo, que estava agarrando papel, do laboratório.",2025-05-07,Lucas S.,,
195,KQUMAXA000399,Adicionar placa,Monitor,AOC E1670SWU/WM,13,19,Substituir monitor LG do balcão que está com mau contato no cabo de energia em razão de ficar pressionado contra o suporte.,2025-05-06,Lucas S.,,
194,6FRWFM2,1728,Microcomputador,Dell OptiPlex 3050,19,19,"Reenviando máquina do estoque para mesma loja. Não se sabe o motivo de ter volltado, provavelmente em razão do Ezio e Leandro não terem trocado na primeira ida à Uberaba.",2025-05-06,Lucas S.,,
193,8MSQZ23,7251,Microcomputador,Dell OptiPlex 3070,29,19,"Substituir microcomputador do balcão por este: SSD, 8GB de RAM.",2025-05-06,Lucas S.,,
192,FD1ZFV2,5092,Microcomputador,Dell OptiPlex 3060,26,29,"Substituir microcomputador do balcão por este: SSD, 8GB de RAM.",2025-05-06,Lucas S.,,
191,5084,5084,Microcomputador,Dell OptiPlex 3060,26,29,"Substituir microcomputador do gerente por este: SSD, 8GB de RAM.",2025-05-06,Lucas S.,,
190,FD0ZFV2,5083,Microcomputador,Dell OptiPlex 3060,26,19,"Substituir microcomputador do balcão por este: SSD, 8GB de RAM.",2025-05-06,Lucas S.,,
188,2MCGY63,7180,Microcomputador,Dell OptiPlex 3070,29,29,Retornando naclj29sep01 para estoque após melhoria e manutenção.,2025-05-06,Lucas S.,,
187,"1,01000800000094E+017",345,Impressora fiscal,Bematech MP-4200 TH,999,20,Impressora fiscal para romaneio. Estava faltando.,2025-05-05,Lucas S.,,
186,273960149421,Sem placa,Nobreak,SMS Station II uST600S,26,20,"Substituir nobreak do balcão, de mesmo modelo que este, que não está segurando carga.",2025-05-05,Lucas S.,,
185,122217303164,Sem placa,Nobreak,APC BACK-UPS 600 BI,1000,1000,"Troca de bateria. Nobreak não ligava, apenas apitava.",2025-05-05,Lucas S.,,
184,411SPAE04568,36,Monitor,LG 20EN33SSA,999,1002,Substituir monitor do Marcus do Ecommerce do CDN por não estar mais ligando.,2025-04-30,Lucas S.,,
183,BRBSJ7WFM5,5431,Multifuncional a laser,LaserJet Pro MFP M125a,19,14,"Substituir impressora do escritório que não conectou, após revisão da Soft, por nada devido à falha na instalação do driver após revisão. (Enviado à Soft por estar embolando papel.)",2025-03-04,Lucas S.,,
182,273920074387,1539,Nobreak,SMS Station II uST1200BI,22,23,Substituição de nobreak do servidor que não está mais segurando carga.,2025-04-30,Lucas S.,,
181,273950421055,Sem placa,Nobreak,SMS Station II uST600BI,19,38,"Substituir o único nobreak do balcão, que não está segurando carga.",2025-04-30,Lucas S.,,
179,409AZWS5B721,Adicionar placa,Monitor,LG 20MK400H - B,999,999,"Adicionar mais uma tela para a funcionária Isabelle, do Departamento Pessoal.",2025-04-28,Lucas S.,,
178,409AZHY5B609,Adicionar placa,Monitor,LG 20MK400H - B,999,999,"Adicionar mais uma tela para a funcionária Larissa, da Qualidade.",2025-04-28,Lucas S.,,
177,122231891071,Sem placa,Nobreak,APC BACK-UPS 600,41,41,Devolução do nobreak do balcão após troca de bateria.,2025-04-25,Lucas S.,,
176,U63885B3N682499,Adicionar placa,Multifuncional a laser,Brother DCP-L2540DW,20,20,Retornando para loja após conserto de um problema sério.,2025-04-24,Lucas S.,,
175,K18GN003560,5659,Leitor de código de barras,Bematech Aquila S-3200,20,20,"Substituir leitor fixo do estoque que estava lento, demorando cerca de 8 segundos para transferir código para computador.",2025-04-24,Lucas S.,,
174,6463540073,Sem placa,Nobreak,SMS APC BACK-UP 600,30,27,Nobreak faltando na loja.,2025-04-22,Lucas S.,,
173,122141820829,Sem placa,Nobreak,SMS APC BACK-UP 600,22,27,Nobreak faltando na loja.,2025-04-22,Lucas S.,,
172,7T81RD3,1760,Microcomputador,Dell OptiPlex 3080,1000,29,"Substituir naclj29pdv10 que estava lenta por ter HDD e apenas 4GB de RAM, por esta máquina com SSD e 8GB de RAM.",2025-04-22,Lucas S.,,
170,BRJSFBT86C,6411,Multifuncional a laser,HP Laserjet Pro MFP 1132,6,19,Substituir impressora HP 125a que não está instalando driver.,2025-04-16,Lucas S.,,
169,101SPNY2K711,2110,Monitor,LG FLATRON W1643C-PF,1002,19,"Substituição de monitor LG que está com mal contato com a fonte deenergia em razão do suporte do balcão ficar amassando o conector. Com este LG, que possui conexão em baixo, pretende-se sanar isso de vez. Enviado junto com a fonte.",2025-04-16,Lucas S.,,
166,273920113393,1440,Nobreak,SMS Station II uST1200BI,17,41,"Substituir nobreak do servidor, de 1200VA-1500VA, que não está segurando carga.",2025-04-10,Lucas S.,,
165,273920096854,842,Nobreak,SMS Station II uST1200BI,14,14,"Substituir nobreak do servidor, de 1200VA, que não está segurando carga.",2025-04-10,Lucas S.,,
164,BRCSF213YC,Adicionar placa,Impressora a laser,HP LaserJet P1102,8,14,"Inserção desta impressora para computador específico que fica em uma salinha. Isso facilitará, pois não terá que ficar imprimindo na impressora da separação. Pedido do Marquin.",2025-04-08,Lucas S.,,
163,HNWR862,478,Minicomputador,Dell OptiPlex 3040,4,39,"Foi enviado entre janeiro a março de 2025 para substituir máquina do estoque que estava lenta. Não se sabe ao certo a data, pois esta se refere a quando se viu que tal equipamento já tinha sido enviado.)",2025-04-08,Lucas S.,,
162,H94CN73,7541,Microcomputador,Dell OptiPlex 3080,2,1002,"Substituição de notebook da entrada nacntcdn12, que está com a tela quebrada, por este computador naccdn12.",2025-02-27,Lucas S.,,
161,1439,1439,Desktop Torre,Montada,17,14,"Substituir o computador da separação naclj14sep01, que era uma máquina velha com HDD, por esta, que é uma i3, com SSD e 8GB DDR3.",2025-04-08,Lucas S.,,
160,9VHTVN2,1747,Microcomputador,Dell OptiPlex 3050,1000,14,Substituição de naclj14pdv11 por um melhor com SSD e i3.,2025-04-04,Lucas S.,,
157,LM-800,Sem placa,Leitor de código de barras,B-MAX LM-800,22,40,Necessitando de leitor manual sem fio havia bastante tempo.,2025-04-02,Lucas S.,,
156,9VLMVN2,1731,Microcomputador,Dell OptiPlex 3050,1000,26,Substituir máquina do balcão que possui HDD. Este é o naclj26te05.,2025-04-02,Lucas S.,,
154,122217303151,Sem placa,Nobreak,SMS APC BACK-UP 600,1000,16,Substituir nobreak que não está segurando carga.,2025-04-02,Lucas S.,,
152,122217303169,Sem placa,Nobreak,APC BACK-UPS 600,14,2,Substituir nobreak que não está segurando carga.,2025-03-27,Lucas S.,,
151,122217303152,Sem placa,Nobreak,SMS APC BACK-UP 600,39,2,Substituir nobreak que não está segurando carga.,2025-03-27,Lucas S.,,
150,165200705653,Sem placa,Estabilizador,Revolution Speedy uSP300S 115,999,45,Substituir estabilizador que queimou no balcão.,2025-03-26,Lucas S.,,
149,273950421053,Sem placa,Nobreak,SMS Station II uST600BI,26,45,"Substituir nobreak do computador do balcão. Há muitas quedas de energia, por isso necessidade de haver pelo menos um lá.",2025-03-26,Lucas S.,,
